sequence;Service_Level;Inquiry_type;piority;Time_opened;Time_closed;Duration
2284;Urgente;Falla;media;2023-07-08 00:46:08.568052;2023-07-08 00:48:44.728493;0 days 00:02:36.160441
2285;Urgente;Informacion;alta;2023-07-08 01:04:55.039390;2023-07-08 01:08:14.802834;0 days 00:03:19.763444
2286;Normal;Falla;alta;2023-07-08 01:06:32.633219;2023-07-08 01:06:41.971027;0 days 00:00:09.337808
2287;Normal;Falla;alta;2023-07-08 01:07:15.310199;2023-07-08 01:07:55.992916;0 days 00:00:40.682717
2288;Normal;Informacion;alta;2023-07-08 01:09:16.125852;2023-07-08 01:10:39.975551;0 days 00:01:23.849699
2289;Estandar;Facturacion;alta;2023-07-08 01:11:41.909240;2023-07-08 01:15:07.146623;0 days 00:03:25.237383
2290;Urgente;Informacion;alta;2023-07-08 01:19:21.259811;2023-07-08 01:23:57.872316;0 days 00:04:36.612505
2291;Normal;Informacion;baja;2023-07-08 01:21:06.197158;2023-07-08 01:25:17.953580;0 days 00:04:11.756422
2292;Urgente;Facturacion;alta;2023-07-08 01:22:08.031284;2023-07-08 01:27:11.910240;0 days 00:05:03.878956
2293;Normal;Falla;baja;2023-07-08 01:23:38.382899;2023-07-08 01:25:25.731819;0 days 00:01:47.348920
2294;Estandar;Informacion;media;2023-07-08 01:25:19.367811;2023-07-08 01:26:44.506544;0 days 00:01:25.138733
2295;Urgente;Falla;media;2023-07-08 01:28:37.938023;2023-07-08 01:31:12.280254;0 days 00:02:34.342231
2296;Normal;Falla;media;2023-07-08 01:31:00.427450;2023-07-08 01:33:16.165627;0 days 00:02:15.738177
2297;Estandar;Informacion;media;2023-07-08 01:31:18.171830;2023-07-08 01:36:55.829848;0 days 00:05:37.658018
2298;Normal;Falla;baja;2023-07-08 01:31:26.777465;2023-07-08 01:31:48.368136;0 days 00:00:21.590671
2299;Normal;Informacion;media;2023-07-08 01:34:13.458435;2023-07-08 01:36:35.911207;0 days 00:02:22.452772
2300;Estandar;Queja;baja;2023-07-08 01:34:19.075373;2023-07-08 01:40:07.053811;0 days 00:05:47.978438
2301;Urgente;Facturacion;media;2023-07-08 01:35:36.978395;2023-07-08 01:39:49.209083;0 days 00:04:12.230688
2302;Normal;Falla;baja;2023-07-08 01:44:53.841342;2023-07-08 01:45:46.243751;0 days 00:00:52.402409
2303;Urgente;Queja;media;2023-07-08 01:51:52.642353;2023-07-08 01:55:50.390733;0 days 00:03:57.748380
2304;Normal;Informacion;baja;2023-07-08 01:56:23.552660;2023-07-08 01:58:15.847593;0 days 00:01:52.294933
2305;Urgente;Queja;alta;2023-07-08 02:05:12.035843;2023-07-08 02:05:44.838098;0 days 00:00:32.802255
2306;Normal;Informacion;media;2023-07-08 02:07:37.739238;2023-07-08 02:12:51.280909;0 days 00:05:13.541671
2307;Estandar;Informacion;baja;2023-07-08 02:12:39.061606;2023-07-08 02:15:58.862496;0 days 00:03:19.800890
2308;Estandar;Informacion;media;2023-07-08 02:15:03.221154;2023-07-08 02:15:39.287900;0 days 00:00:36.066746
2309;Estandar;Queja;media;2023-07-08 02:16:06.491512;2023-07-08 02:20:19.181954;0 days 00:04:12.690442
2310;Urgente;Falla;baja;2023-07-08 02:17:40.208772;2023-07-08 02:22:46.095313;0 days 00:05:05.886541
2311;Estandar;Facturacion;media;2023-07-08 02:21:31.415996;2023-07-08 02:23:36.309628;0 days 00:02:04.893632
2312;Normal;Informacion;alta;2023-07-08 02:23:00.076110;2023-07-08 02:25:47.766146;0 days 00:02:47.690036
2313;Estandar;Facturacion;alta;2023-07-08 02:28:33.701559;2023-07-08 02:29:34.976381;0 days 00:01:01.274822
2314;Urgente;Queja;alta;2023-07-08 02:31:29.375566;2023-07-08 02:34:38.852975;0 days 00:03:09.477409
2315;Normal;Queja;baja;2023-07-08 02:32:22.958869;2023-07-08 02:32:50.935620;0 days 00:00:27.976751
2316;Normal;Informacion;media;2023-07-08 02:33:43.268933;2023-07-08 02:37:30.875399;0 days 00:03:47.606466
2317;Urgente;Queja;media;2023-07-08 02:35:37.799463;2023-07-08 02:35:58.185980;0 days 00:00:20.386517
2318;Normal;Falla;alta;2023-07-08 02:41:07.039645;2023-07-08 02:45:33.166029;0 days 00:04:26.126384
2319;Estandar;Falla;alta;2023-07-08 02:41:55.001582;2023-07-08 02:44:16.777203;0 days 00:02:21.775621
2320;Urgente;Queja;media;2023-07-08 02:46:47.758139;2023-07-08 02:48:56.762522;0 days 00:02:09.004383
2321;Estandar;Falla;media;2023-07-08 02:48:25.939755;2023-07-08 02:54:22.837086;0 days 00:05:56.897331
2322;Normal;Facturacion;alta;2023-07-08 02:49:33.999949;2023-07-08 02:51:31.646501;0 days 00:01:57.646552
2323;Normal;Falla;media;2023-07-08 02:51:19.101555;2023-07-08 02:54:52.850068;0 days 00:03:33.748513
2324;Urgente;Facturacion;baja;2023-07-08 03:09:25.123446;2023-07-08 03:13:55.209985;0 days 00:04:30.086539
2325;Normal;Queja;alta;2023-07-08 03:25:21.975860;2023-07-08 03:30:58.526855;0 days 00:05:36.550995
2326;Estandar;Queja;media;2023-07-08 03:26:09.786408;2023-07-08 03:29:58.512278;0 days 00:03:48.725870
2327;Urgente;Falla;alta;2023-07-08 03:30:50.824933;2023-07-08 03:34:42.715108;0 days 00:03:51.890175
2328;Normal;Facturacion;media;2023-07-08 03:38:15.714062;2023-07-08 03:40:34.878531;0 days 00:02:19.164469
2329;Estandar;Informacion;alta;2023-07-08 03:46:14.798067;2023-07-08 03:49:20.020903;0 days 00:03:05.222836
2330;Estandar;Queja;baja;2023-07-08 03:52:25.889272;2023-07-08 03:52:52.674026;0 days 00:00:26.784754
2331;Estandar;Informacion;alta;2023-07-08 03:55:04.821564;2023-07-08 04:00:38.087600;0 days 00:05:33.266036
2332;Urgente;Facturacion;alta;2023-07-08 04:06:21.164644;2023-07-08 04:06:44.374760;0 days 00:00:23.210116
2333;Estandar;Facturacion;alta;2023-07-08 04:08:55.258621;2023-07-08 04:13:26.571174;0 days 00:04:31.312553
2334;Normal;Queja;media;2023-07-08 04:12:20.977561;2023-07-08 04:16:10.358797;0 days 00:03:49.381236
2335;Estandar;Queja;media;2023-07-08 04:12:51.275649;2023-07-08 04:13:06.843138;0 days 00:00:15.567489
2336;Urgente;Facturacion;media;2023-07-08 04:26:15.789843;2023-07-08 04:31:27.207036;0 days 00:05:11.417193
2337;Urgente;Informacion;media;2023-07-08 04:28:37.096849;2023-07-08 04:31:04.900949;0 days 00:02:27.804100
2338;Urgente;Facturacion;media;2023-07-08 04:30:11.107137;2023-07-08 04:32:17.557256;0 days 00:02:06.450119
2339;Estandar;Falla;media;2023-07-08 04:30:55.701007;2023-07-08 04:33:11.195962;0 days 00:02:15.494955
2340;Urgente;Informacion;alta;2023-07-08 04:32:58.328778;2023-07-08 04:35:32.706861;0 days 00:02:34.378083
2341;Urgente;Informacion;baja;2023-07-08 04:41:09.318485;2023-07-08 04:45:36.518543;0 days 00:04:27.200058
2342;Normal;Falla;alta;2023-07-08 04:41:09.812062;2023-07-08 04:43:53.773721;0 days 00:02:43.961659
2343;Urgente;Queja;alta;2023-07-08 04:42:33.561021;2023-07-08 04:43:46.756686;0 days 00:01:13.195665
2344;Estandar;Facturacion;baja;2023-07-08 04:44:27.245671;2023-07-08 04:46:28.826215;0 days 00:02:01.580544
2345;Normal;Informacion;media;2023-07-08 04:49:27.050698;2023-07-08 04:51:33.792719;0 days 00:02:06.742021
2346;Urgente;Informacion;media;2023-07-08 04:52:08.563154;2023-07-08 04:56:10.181601;0 days 00:04:01.618447
2347;Normal;Facturacion;media;2023-07-08 05:01:12.502745;2023-07-08 05:06:35.218369;0 days 00:05:22.715624
2348;Urgente;Falla;alta;2023-07-08 05:01:27.022101;2023-07-08 05:03:47.337456;0 days 00:02:20.315355
2349;Estandar;Informacion;alta;2023-07-08 05:01:51.916118;2023-07-08 05:03:09.997937;0 days 00:01:18.081819
2350;Estandar;Queja;media;2023-07-08 05:03:32.644339;2023-07-08 05:08:28.686067;0 days 00:04:56.041728
2351;Normal;Informacion;baja;2023-07-08 05:04:09.288850;2023-07-08 05:07:00.650823;0 days 00:02:51.361973
2352;Normal;Informacion;media;2023-07-08 05:07:21.541058;2023-07-08 05:09:04.478482;0 days 00:01:42.937424
2353;Estandar;Informacion;media;2023-07-08 05:15:00.587683;2023-07-08 05:20:16.898485;0 days 00:05:16.310802
2354;Normal;Falla;media;2023-07-08 05:18:46.617996;2023-07-08 05:21:12.506674;0 days 00:02:25.888678
2355;Estandar;Facturacion;baja;2023-07-08 05:20:35.443208;2023-07-08 05:22:01.419165;0 days 00:01:25.975957
2356;Estandar;Falla;baja;2023-07-08 05:22:31.811360;2023-07-08 05:28:04.169079;0 days 00:05:32.357719
2357;Normal;Informacion;alta;2023-07-08 05:27:59.135686;2023-07-08 05:32:16.402230;0 days 00:04:17.266544
2358;Estandar;Informacion;alta;2023-07-08 05:30:34.648104;2023-07-08 05:32:48.543194;0 days 00:02:13.895090
2359;Urgente;Facturacion;media;2023-07-08 05:32:10.679142;2023-07-08 05:34:47.129251;0 days 00:02:36.450109
2360;Urgente;Queja;media;2023-07-08 05:32:29.066215;2023-07-08 05:34:50.660267;0 days 00:02:21.594052
2361;Urgente;Queja;alta;2023-07-08 05:40:50.340284;2023-07-08 05:45:23.786273;0 days 00:04:33.445989
2362;Normal;Facturacion;baja;2023-07-08 05:44:13.856725;2023-07-08 05:45:12.674176;0 days 00:00:58.817451
2363;Urgente;Facturacion;baja;2023-07-08 05:47:12.693706;2023-07-08 05:51:00.803651;0 days 00:03:48.109945
2364;Urgente;Facturacion;baja;2023-07-08 05:52:04.029850;2023-07-08 05:52:45.574595;0 days 00:00:41.544745
2365;Urgente;Falla;baja;2023-07-08 05:59:50.004491;2023-07-08 06:02:26.685093;0 days 00:02:36.680602
2366;Estandar;Queja;alta;2023-07-08 06:02:01.993581;2023-07-08 06:03:46.843068;0 days 00:01:44.849487
2367;Normal;Falla;alta;2023-07-08 06:07:16.306922;2023-07-08 06:10:52.920464;0 days 00:03:36.613542
2368;Normal;Falla;media;2023-07-08 06:08:46.096807;2023-07-08 06:10:04.077488;0 days 00:01:17.980681
2369;Normal;Informacion;baja;2023-07-08 06:16:07.661276;2023-07-08 06:19:58.614367;0 days 00:03:50.953091
2370;Estandar;Queja;alta;2023-07-08 06:20:39.061724;2023-07-08 06:22:30.611643;0 days 00:01:51.549919
2371;Urgente;Facturacion;alta;2023-07-08 06:23:48.132376;2023-07-08 06:29:38.813746;0 days 00:05:50.681370
2372;Normal;Facturacion;baja;2023-07-08 06:26:32.767026;2023-07-08 06:31:49.614632;0 days 00:05:16.847606
2373;Urgente;Informacion;baja;2023-07-08 06:27:34.546253;2023-07-08 06:32:29.682385;0 days 00:04:55.136132
2374;Normal;Facturacion;media;2023-07-08 06:27:36.332063;2023-07-08 06:30:07.054357;0 days 00:02:30.722294
2375;Normal;Queja;media;2023-07-08 06:30:39.783411;2023-07-08 06:32:55.214069;0 days 00:02:15.430658
2376;Urgente;Queja;media;2023-07-08 06:34:40.278642;2023-07-08 06:35:00.591093;0 days 00:00:20.312451
2377;Urgente;Queja;alta;2023-07-08 06:35:07.204577;2023-07-08 06:36:21.932920;0 days 00:01:14.728343
2378;Urgente;Informacion;media;2023-07-08 06:40:37.387943;2023-07-08 06:40:54.233009;0 days 00:00:16.845066
2379;Urgente;Informacion;media;2023-07-08 06:43:24.140060;2023-07-08 06:48:41.561147;0 days 00:05:17.421087
2380;Estandar;Informacion;alta;2023-07-08 06:44:23.880797;2023-07-08 06:45:02.735905;0 days 00:00:38.855108
2381;Estandar;Falla;media;2023-07-08 06:46:02.775950;2023-07-08 06:51:12.139315;0 days 00:05:09.363365
2382;Estandar;Falla;alta;2023-07-08 06:50:52.433377;2023-07-08 06:52:52.919959;0 days 00:02:00.486582
2383;Urgente;Facturacion;media;2023-07-08 06:51:45.174177;2023-07-08 06:52:45.661647;0 days 00:01:00.487470
2384;Estandar;Facturacion;media;2023-07-08 07:04:50.350579;2023-07-08 07:07:36.406109;0 days 00:02:46.055530
2385;Normal;Informacion;alta;2023-07-08 07:12:54.915628;2023-07-08 07:17:19.103365;0 days 00:04:24.187737
2386;Normal;Falla;alta;2023-07-08 07:14:09.459843;2023-07-08 07:17:26.277584;0 days 00:03:16.817741
2387;Normal;Facturacion;alta;2023-07-08 07:15:25.023952;2023-07-08 07:15:49.900268;0 days 00:00:24.876316
2388;Normal;Informacion;baja;2023-07-08 07:16:12.957625;2023-07-08 07:19:57.650769;0 days 00:03:44.693144
2389;Urgente;Falla;media;2023-07-08 07:19:28.227834;2023-07-08 07:23:33.099078;0 days 00:04:04.871244
2390;Estandar;Falla;media;2023-07-08 07:28:20.716761;2023-07-08 07:30:48.973528;0 days 00:02:28.256767
2391;Urgente;Informacion;baja;2023-07-08 07:29:25.427976;2023-07-08 07:31:35.470011;0 days 00:02:10.042035
2392;Urgente;Facturacion;alta;2023-07-08 07:39:13.343837;2023-07-08 07:40:48.954508;0 days 00:01:35.610671
2393;Estandar;Informacion;media;2023-07-08 07:44:15.387119;2023-07-08 07:46:52.066314;0 days 00:02:36.679195
2394;Normal;Falla;media;2023-07-08 07:46:51.187657;2023-07-08 07:52:06.782595;0 days 00:05:15.594938
2395;Urgente;Facturacion;baja;2023-07-08 07:53:20.443440;2023-07-08 07:54:27.109478;0 days 00:01:06.666038
2396;Normal;Informacion;media;2023-07-08 08:02:56.180183;2023-07-08 08:06:43.591060;0 days 00:03:47.410877
2397;Urgente;Facturacion;alta;2023-07-08 08:04:58.356014;2023-07-08 08:07:43.950178;0 days 00:02:45.594164
2398;Estandar;Facturacion;media;2023-07-08 08:15:03.213430;2023-07-08 08:20:42.523958;0 days 00:05:39.310528
2399;Urgente;Falla;baja;2023-07-08 08:28:06.258934;2023-07-08 08:32:18.737637;0 days 00:04:12.478703
2400;Normal;Falla;media;2023-07-08 08:29:08.596191;2023-07-08 08:29:37.349634;0 days 00:00:28.753443
2401;Estandar;Facturacion;media;2023-07-08 08:29:42.571251;2023-07-08 08:35:36.774544;0 days 00:05:54.203293
2402;Urgente;Informacion;baja;2023-07-08 08:30:23.667574;2023-07-08 08:36:03.328871;0 days 00:05:39.661297
2403;Normal;Falla;alta;2023-07-08 08:31:45.368567;2023-07-08 08:37:32.707169;0 days 00:05:47.338602
2404;Normal;Falla;media;2023-07-08 08:39:38.449117;2023-07-08 08:40:17.420736;0 days 00:00:38.971619
2405;Estandar;Informacion;media;2023-07-08 08:41:44.254691;2023-07-08 08:44:59.277646;0 days 00:03:15.022955
2406;Urgente;Falla;media;2023-07-08 08:46:21.076146;2023-07-08 08:50:26.098017;0 days 00:04:05.021871
2407;Estandar;Informacion;alta;2023-07-08 08:49:12.090566;2023-07-08 08:50:52.521549;0 days 00:01:40.430983
2408;Normal;Falla;media;2023-07-08 08:59:54.647408;2023-07-08 09:04:19.429695;0 days 00:04:24.782287
2409;Estandar;Falla;media;2023-07-08 09:03:00.686324;2023-07-08 09:07:07.847299;0 days 00:04:07.160975
2410;Urgente;Falla;media;2023-07-08 09:10:24.176782;2023-07-08 09:15:01.867132;0 days 00:04:37.690350
2411;Normal;Queja;baja;2023-07-08 09:10:35.744036;2023-07-08 09:11:09.714596;0 days 00:00:33.970560
2412;Normal;Informacion;alta;2023-07-08 09:23:14.665244;2023-07-08 09:28:17.114983;0 days 00:05:02.449739
2413;Normal;Facturacion;media;2023-07-08 09:28:28.624982;2023-07-08 09:29:26.243816;0 days 00:00:57.618834
2414;Urgente;Queja;baja;2023-07-08 09:33:24.731459;2023-07-08 09:34:56.914058;0 days 00:01:32.182599
2415;Normal;Falla;baja;2023-07-08 09:42:16.043439;2023-07-08 09:43:40.139356;0 days 00:01:24.095917
2416;Estandar;Queja;media;2023-07-08 09:49:55.475780;2023-07-08 09:52:25.509588;0 days 00:02:30.033808
2417;Estandar;Queja;alta;2023-07-08 09:53:16.744940;2023-07-08 09:56:22.691667;0 days 00:03:05.946727
2418;Urgente;Informacion;alta;2023-07-08 09:59:17.184018;2023-07-08 10:01:41.304504;0 days 00:02:24.120486
2419;Urgente;Queja;alta;2023-07-08 10:13:54.791951;2023-07-08 10:18:06.504646;0 days 00:04:11.712695
2420;Estandar;Informacion;baja;2023-07-08 10:14:40.877370;2023-07-08 10:17:54.482344;0 days 00:03:13.604974
2421;Urgente;Queja;media;2023-07-08 10:18:18.735382;2023-07-08 10:20:29.588806;0 days 00:02:10.853424
2422;Estandar;Facturacion;alta;2023-07-08 10:18:29.055246;2023-07-08 10:20:25.443561;0 days 00:01:56.388315
2423;Urgente;Falla;baja;2023-07-08 10:20:04.388934;2023-07-08 10:24:39.429458;0 days 00:04:35.040524
2424;Normal;Queja;alta;2023-07-08 10:53:40.255390;2023-07-08 10:53:47.410293;0 days 00:00:07.154903
2425;Urgente;Informacion;baja;2023-07-08 10:55:18.032886;2023-07-08 10:57:38.901067;0 days 00:02:20.868181
2426;Urgente;Queja;baja;2023-07-08 10:57:20.454201;2023-07-08 11:00:04.314460;0 days 00:02:43.860259
2427;Urgente;Facturacion;media;2023-07-08 10:57:41.576587;2023-07-08 10:59:03.259269;0 days 00:01:21.682682
2428;Estandar;Queja;alta;2023-07-08 11:04:31.047689;2023-07-08 11:08:42.344264;0 days 00:04:11.296575
2429;Normal;Facturacion;media;2023-07-08 11:09:31.392286;2023-07-08 11:10:53.108075;0 days 00:01:21.715789
2430;Urgente;Facturacion;alta;2023-07-08 11:13:04.350491;2023-07-08 11:13:32.976000;0 days 00:00:28.625509
2431;Normal;Falla;alta;2023-07-08 11:16:04.626072;2023-07-08 11:20:58.816795;0 days 00:04:54.190723
2432;Normal;Informacion;baja;2023-07-08 11:28:48.229622;2023-07-08 11:30:51.041947;0 days 00:02:02.812325
2433;Urgente;Facturacion;alta;2023-07-08 11:32:07.201285;2023-07-08 11:35:33.359752;0 days 00:03:26.158467
2434;Estandar;Falla;baja;2023-07-08 11:34:45.964595;2023-07-08 11:40:21.411588;0 days 00:05:35.446993
2435;Estandar;Falla;media;2023-07-08 11:37:31.886886;2023-07-08 11:40:31.837614;0 days 00:02:59.950728
2436;Estandar;Falla;baja;2023-07-08 11:39:20.654863;2023-07-08 11:45:18.498113;0 days 00:05:57.843250
2437;Normal;Falla;alta;2023-07-08 11:40:39.800622;2023-07-08 11:46:23.069717;0 days 00:05:43.269095
2438;Estandar;Facturacion;alta;2023-07-08 11:44:53.040430;2023-07-08 11:45:05.776947;0 days 00:00:12.736517
2439;Urgente;Falla;media;2023-07-08 11:47:44.944142;2023-07-08 11:53:32.821597;0 days 00:05:47.877455
2440;Urgente;Falla;baja;2023-07-08 11:50:01.281331;2023-07-08 11:52:53.709419;0 days 00:02:52.428088
2441;Urgente;Falla;media;2023-07-08 11:54:09.931529;2023-07-08 11:59:31.996957;0 days 00:05:22.065428
2442;Estandar;Informacion;alta;2023-07-08 12:05:47.216931;2023-07-08 12:10:23.115801;0 days 00:04:35.898870
2443;Urgente;Facturacion;media;2023-07-08 12:14:11.326335;2023-07-08 12:15:08.112957;0 days 00:00:56.786622
2444;Estandar;Facturacion;alta;2023-07-08 12:21:01.893430;2023-07-08 12:26:22.016398;0 days 00:05:20.122968
2445;Urgente;Informacion;baja;2023-07-08 12:21:40.139125;2023-07-08 12:26:10.503413;0 days 00:04:30.364288
2446;Normal;Facturacion;media;2023-07-08 12:24:16.073024;2023-07-08 12:28:22.475422;0 days 00:04:06.402398
2447;Normal;Facturacion;media;2023-07-08 12:36:16.916399;2023-07-08 12:37:49.974669;0 days 00:01:33.058270
2448;Normal;Facturacion;alta;2023-07-08 12:43:28.015383;2023-07-08 12:47:09.972191;0 days 00:03:41.956808
2449;Estandar;Falla;alta;2023-07-08 12:52:56.546058;2023-07-08 12:52:56.992233;0 days 00:00:00.446175
2450;Urgente;Facturacion;alta;2023-07-08 12:53:11.741663;2023-07-08 12:55:19.689502;0 days 00:02:07.947839
2451;Estandar;Queja;baja;2023-07-08 12:54:23.751707;2023-07-08 12:58:28.543092;0 days 00:04:04.791385
2452;Urgente;Facturacion;media;2023-07-08 12:56:43.189016;2023-07-08 12:56:58.885148;0 days 00:00:15.696132
2453;Estandar;Falla;baja;2023-07-08 12:56:48.267349;2023-07-08 13:00:58.470909;0 days 00:04:10.203560
2454;Estandar;Falla;alta;2023-07-08 12:56:58.766679;2023-07-08 12:59:40.419267;0 days 00:02:41.652588
2455;Urgente;Informacion;media;2023-07-08 13:03:19.795513;2023-07-08 13:06:16.025120;0 days 00:02:56.229607
2456;Urgente;Facturacion;alta;2023-07-08 13:15:58.806460;2023-07-08 13:21:25.530205;0 days 00:05:26.723745
2457;Urgente;Falla;alta;2023-07-08 13:23:10.559964;2023-07-08 13:27:03.751435;0 days 00:03:53.191471
2458;Normal;Informacion;media;2023-07-08 13:23:49.030564;2023-07-08 13:29:44.906591;0 days 00:05:55.876027
2459;Urgente;Informacion;media;2023-07-08 13:28:25.460270;2023-07-08 13:30:54.892563;0 days 00:02:29.432293
2460;Urgente;Queja;baja;2023-07-08 13:28:51.558786;2023-07-08 13:31:15.784240;0 days 00:02:24.225454
2461;Estandar;Falla;baja;2023-07-08 13:28:57.840046;2023-07-08 13:34:57.544395;0 days 00:05:59.704349
2462;Normal;Queja;alta;2023-07-08 13:33:47.505884;2023-07-08 13:37:20.026721;0 days 00:03:32.520837
2463;Normal;Facturacion;alta;2023-07-08 13:36:44.055847;2023-07-08 13:36:52.402811;0 days 00:00:08.346964
2464;Urgente;Falla;media;2023-07-08 13:38:07.413628;2023-07-08 13:43:24.661223;0 days 00:05:17.247595
2465;Urgente;Facturacion;baja;2023-07-08 13:38:13.247392;2023-07-08 13:38:43.087242;0 days 00:00:29.839850
2466;Normal;Falla;media;2023-07-08 13:39:40.108846;2023-07-08 13:40:56.501285;0 days 00:01:16.392439
2467;Urgente;Queja;alta;2023-07-08 13:42:29.459144;2023-07-08 13:45:59.874401;0 days 00:03:30.415257
2468;Normal;Falla;media;2023-07-08 13:46:40.419175;2023-07-08 13:51:29.095958;0 days 00:04:48.676783
2469;Urgente;Falla;alta;2023-07-08 13:55:31.557394;2023-07-08 13:59:18.394216;0 days 00:03:46.836822
2470;Normal;Facturacion;alta;2023-07-08 14:03:13.083795;2023-07-08 14:04:38.659622;0 days 00:01:25.575827
2471;Estandar;Facturacion;baja;2023-07-08 14:05:54.628938;2023-07-08 14:10:56.226972;0 days 00:05:01.598034
2472;Normal;Facturacion;alta;2023-07-08 14:10:57.760835;2023-07-08 14:13:22.162669;0 days 00:02:24.401834
2473;Urgente;Facturacion;baja;2023-07-08 14:19:14.813075;2023-07-08 14:25:12.585328;0 days 00:05:57.772253
2474;Normal;Falla;alta;2023-07-08 14:21:18.161570;2023-07-08 14:23:08.317225;0 days 00:01:50.155655
2475;Normal;Facturacion;alta;2023-07-08 14:24:38.960714;2023-07-08 14:30:04.841686;0 days 00:05:25.880972
2476;Normal;Facturacion;alta;2023-07-08 14:28:05.277482;2023-07-08 14:30:45.235904;0 days 00:02:39.958422
2477;Urgente;Falla;alta;2023-07-08 14:32:52.213250;2023-07-08 14:37:56.635286;0 days 00:05:04.422036
2478;Estandar;Queja;alta;2023-07-08 14:38:48.584935;2023-07-08 14:44:20.931056;0 days 00:05:32.346121
2479;Estandar;Falla;baja;2023-07-08 14:40:00.269071;2023-07-08 14:43:14.497503;0 days 00:03:14.228432
2480;Estandar;Queja;alta;2023-07-08 14:42:32.691198;2023-07-08 14:46:37.877259;0 days 00:04:05.186061
2481;Estandar;Informacion;alta;2023-07-08 14:47:33.951699;2023-07-08 14:53:16.594466;0 days 00:05:42.642767
2482;Normal;Falla;media;2023-07-08 14:52:15.468339;2023-07-08 14:53:13.903357;0 days 00:00:58.435018
2483;Normal;Queja;baja;2023-07-08 15:05:32.418534;2023-07-08 15:08:44.062031;0 days 00:03:11.643497
